uf,municipio,desastre,decreto_estadual,data_estadual,processo,data_dou,link,cobrade,slug,geocodigo,municipiocod_TSE,semana,ano
AL,Santana do Ipanema,EStiagem – 1.4.1.1.0,63536,16/01/19,59051.006391/2019-31,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-27-de-24-de-janeiro-de-2019-61135081,1.4.1.1.0,santana-do-ipanema-al,2708006,28592,5,2019
AL,São José da Tapera,EStiagem – 1.4.1.1.0,63536,16/01/19,59051.006391/2019-31,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-27-de-24-de-janeiro-de-2019-61135081,1.4.1.1.0,sao-jose-da-tapera-al,2708402,28673,5,2019
AL,Traipu,EStiagem – 1.4.1.1.0,63536,16/01/19,59051.006391/2019-31,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-27-de-24-de-janeiro-de-2019-61135081,1.4.1.1.0,traipu-al,2709202,28835,5,2019
AL,Craíbas,EStiagem – 1.4.1.1.0,63536,16/01/19,59051.006391/2019-31,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-27-de-24-de-janeiro-de-2019-61135081,1.4.1.1.0,craibas-al,2702355,28894,5,2019
AL,Senador Rui Palmeira,EStiagem – 1.4.1.1.0,63536,16/01/19,59051.006391/2019-31,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-27-de-24-de-janeiro-de-2019-61135081,1.4.1.1.0,senador-rui-palmeira-al,2708956,28916,5,2019
MG,Urucuia,Seca - 1.4.1.2.0,44,20/12/2018,59051.006442/2019-25,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-31-de-29-de-janeiro-de-2019-61135210,1.4.1.2.0,urucuia-mg,3170529,40886,5,2019
MG,Timóteo,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,5127,07/01/2019,59051.006392/2019-86,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-31-de-29-de-janeiro-de-2019-61135210,1.3.2.1.4,timoteo-mg,3168705,53732,5,2019
RS,Manoel Viana,Enxurradas - 1.2.2.0.0,5,10/01/2019,59051.006437/2019-12,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-31-de-29-de-janeiro-de-2019-61135210,1.2.2.0.0,manoel-viana-rs,4311759,86940,5,2019
RS,São Borja,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,17950,11/01/2019,59051.006448/2019-01,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-31-de-29-de-janeiro-de-2019-61135210,1.3.2.1.4,sao-borja-rs,4318002,88633,5,2019
RN,Canguaretama,Erosão Costeira/Marinha - 1.1.4.1.0,36,21/12/2018,59051.006394/2019-75,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-32-de-29-de-janeiro-de-2019-61135410,1.1.4.1.0,canguaretama-rn,2402204,16438,5,2019
SP,Capivari,Inundações - 1.2.1.0.0,6735,09/01/2019,59051.006449/2019-47,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-32-de-29-de-janeiro-de-2019-61135410,1.2.1.0.0,capivari-sp,3510401,63096,5,2019
RS,Caçapava do Sul,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,4168,14/01/2019,59051.006456/2019-49,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-32-de-29-de-janeiro-de-2019-61135410,1.3.2.1.4,cacapava-do-sul-rs,4302808,85553,5,2019
RS,Barra do Quaraí,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,2,15/01/2019,59051.006470/2019-42,30/01/2019,https://www.in.gov.br/web/dou/-/portaria-n-32-de-29-de-janeiro-de-2019-61135410,1.3.2.1.4,barra-do-quarai-rs,4301875,88625,5,2019
SE,Ribeirópolis,Seca - 1.4.1.2.0,27,21/01/2019,59051.006451/2019-16,05/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-38-de-1-de-fevereiro-de-2019-61984599,1.4.1.2.0,ribeiropolis-se,2806008,32190,6,2019
RS,Cacequi,Chuvas Intensas - 1.3.2.1.4,5031,18/01/2019,59051.006463/2019-41,11/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-39-de-7-de-fevereiro-de-2019-62786501,1.3.2.1.4,cacequi-rs,4302907,85570,7,2019
CE,Araripe,Seca - 1.4.1.2.0,2,09/01/2019,59051.006352/2018-53,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.4.1.2.0,araripe-ce,2301307,13250,7,2019
CE,Caridade,Seca - 1.4.1.2.0,409,17/01/2019,59051.006461/2019-51,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.4.1.2.0,caridade-ce,2303006,13595,7,2019
CE,Quixeré,Seca - 1.4.1.2.0,1127,23/01/2019,59051.006459/2019-82,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.4.1.2.0,quixere-ce,2311504,15318,7,2019
CE,Senador Pompeu,Estiagem - 1.4.1.1.0,1,02/01/2019,59051.006410/2019-20,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.4.1.1.0,senador-pompeu-ce,2312700,15555,7,2019
BA,Canudos,Seca - 1.4.1.2.0,475,21/12/2018,59051.006411/2019-74,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.4.1.2.0,canudos-ba,2906824,30856,7,2019
SE,Canindé de São Francisco,Seca - 1.4.1.2.0,7,03/01/2019,59051.006444/2019-14,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.4.1.2.0,caninde-de-sao-francisco-se,2801207,31232,7,2019
SE,Frei Paulo,Seca - 1.4.1.2.0,6,18/01/2019,59051.006445/2019-69,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.4.1.2.0,frei-paulo-se,2802304,31453,7,2019
SE,Gararu,Seca - 1.4.1.2.0,326,02/01/2019,59051.006414/2019-16,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.4.1.2.0,gararu-se,2802403,31496,7,2019
SE,Monte Alegre de Sergipe,Seca - 1.4.1.2.0,692,14/01/2019,59051.006415/2019-52,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.4.1.2.0,monte-alegre-de-sergipe-se,2804201,31836,7,2019
BA,Mucuri,Chuvas intensas - 1.3.2.1.4,2348,19/12/2018,59051.006433/2019-34,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.3.2.1.4,mucuri-ba,2922003,37419,7,2019
BA,Ribeira do Amparo,Seca - 1.4.1.2.0,59,07/11/2018,59051.006351/2018-17,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.4.1.2.0,ribeira-do-amparo-ba,2926509,38318,7,2019
SP,Torrinha,Enxurradas - 1.2.2.0.0,7,08/01/2019,59051.006402/2019-83,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.2.2.0.0,torrinha-sp,3554706,71951,7,2019
RS,Sant'Ana do Livramento,Chuvas intensas - 1.3.2.1.4,8617,21/01/2019,59051.006490/2019-13,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.3.2.1.4,santana-do-livramento-rs,4317103,88455,7,2019
MT,Pedra Preta,Chuvas intensas - 1.3.2.1.4,159,13/12/2018,59051.006362/2019-70,14/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-40-de-12-de-fevereiro-de-2019-63362280,1.3.2.1.4,pedra-preta-mt,5106372,91812,7,2019
AC,Cruzeiro do Sul,Inundações - 1.2.1.0.0,30,07/02/2019,59051.006465/2019-30,20/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-41-de-19-de-fevereiro-de-2019-64160797,1.2.1.0.0,cruzeiro-do-sul-ac,1200203,1074,8,2019
BA,Água Fria,Estiagem - 1.4.1.1.0,7,04/02/2019,59051.006514/2019-34,20/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-41-de-19-de-fevereiro-de-2019-64160797,1.4.1.1.0,agua-fria-ba,2900405,33073,8,2019
BA,Teofilândia,Estiagem - 1.4.1.1.0,3,22/01/2019,59051.006466/2019-84,20/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-41-de-19-de-fevereiro-de-2019-64160797,1.4.1.1.0,teofilandia-ba,2931509,39292,8,2019
PR,Figueira,Tempestade Local/Convectiva - Vendaval - 1.3.2.1.5,11,07/02/2019,59051.006503/2019-54,20/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-41-de-19-de-fevereiro-de-2019-64160797,1.3.2.1.5,figueira-pr,4107751,84573,8,2019
PI,Paulistana,Estiagem - 1.4.1.1.0,64,30/01/2019,59051.006493/2019-57,25/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-487-de-21-de-fevereiro-de-2019-64779002,1.4.1.1.0,paulistana-pi,2207801,11550,9,2019
CE,Quiterianópolis,Seca - 1.4.1.2.0,9,08/01/2019,59051.006494/2019-00,25/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-487-de-21-de-fevereiro-de-2019-64779002,1.4.1.2.0,quiterianopolis-ce,2311264,13102,9,2019
BA,Olindina,Estiagem - 1.4.1.1.0,529,20/11/2018,59051.006404/2019-72,25/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-487-de-21-de-fevereiro-de-2019-64779002,1.4.1.1.0,olindina-ba,2923100,37630,9,2019
BA,Ribeira do Pombal,Estiagem - 1.4.1.1.0,49,14/12/2018,59051.006458/2019-38,25/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-487-de-21-de-fevereiro-de-2019-64779002,1.4.1.1.0,ribeira-do-pombal-ba,2926608,38334,9,2019
RS,Hulha Negra,Enxurradas - 1.2.2.0.0,2279,18/01/2019,59051.006519/2019-67,25/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-487-de-21-de-fevereiro-de-2019-64779002,1.2.2.0.0,hulha-negra-rs,4309654,86800,9,2019
RS,Santa Margarida do Sul,Enxurradas - 1.2.1.0.0,11,24/01/2019,59051.006520/2019-91,25/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-487-de-21-de-fevereiro-de-2019-64779002,1.2.1.0.0,santa-margarida-do-sul-rs,4316972,89443,9,2019
MS,Batayporã,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,17,21/02/2019,59051.006499/2019-24,25/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-487-de-21-de-fevereiro-de-2019-64779002,1.3.2.1.4,bataypora-ms,5002001,90395,9,2019
MT,Juscimeira,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,466,18/01/2019,59051.006469/2019-18,25/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-487-de-21-de-fevereiro-de-2019-64779002,1.3.2.1.4,juscimeira-mt,5105200,91898,9,2019
BA,Poções,Estiagem - 1.4.1.1.0,30,08/02/2019,59051.006467/2019-29,28/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-585-de-26-de-fevereiro-de-2019-65393138,1.4.1.1.0,pocoes-ba,2925105,38032,9,2019
BA,Presidente Jânio Quadros,Estiagem - 1.4.1.1.0,4,30/01/2019,59051.006468/2019-73,28/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-585-de-26-de-fevereiro-de-2019-65393138,1.4.1.1.0,presidente-janio-quadros-ba,2925709,38156,9,2019
ES,Castelo,"Quedas, Tombamentos e rolamentos - Blocos - 1.1.3.1.1",16629,08/02/2019,59051.006518/2019-12,28/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-585-de-26-de-fevereiro-de-2019-65393138,1.1.3.1.1,castelo-es,3201407,56278,9,2019
ES,Águia Branca,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,8200,07/01/2019,59051.006531/2019-71,28/02/2019,https://www.in.gov.br/web/dou/-/portaria-n-585-de-26-de-fevereiro-de-2019-65393138,1.3.2.1.4,aguia-branca-es,3200136,57991,9,2019
PI,Caracol,Estiagem - 1.4.1.1.0,1,14/01/2019,59051.006460/2019-15,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.1.0,caracol-pi,2202505,10499,9,2019
CE,Jucás,Seca - 1.4.1.2.0,2,01/02/2019,59051.006530/2019-27,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.2.0,jucas-ce,2307403,14494,9,2019
CE,Pentecoste,Seca - 1.4.1.2.0,1,18/01/2019,59051.006497/2019-35,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.2.0,pentecoste-ce,2310704,15156,9,2019
BA,Buritirama,Estiagem - 1.4.1.1.0,37,27/11/2018,59051.006509/2019-21,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.1.0,buritirama-ba,2904753,30791,9,2019
SE,Porto da Folha,Seca - 1.4.1.2.0,3,24/01/2019,59051.006533/2019-61,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.2.0,porto-da-folha-se,2805604,32115,9,2019
SE,São Miguel do Aleixo,Seca - 1.4.1.2.0,15,05/02/2019,59051.006529/2019-01,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.2.0,sao-miguel-do-aleixo-se,2807006,32395,9,2019
BA,Vitória da Conquista,Estiagem - 1.4.1.1.0,19132,17/01/2019,59051.006491/2019-68,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.1.0,vitoria-da-conquista-ba,2933307,39659,9,2019
MG,Lontra,Estiagem - 1.4.1.1.0,1,07/01/2019,59051.006522/2019-81,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.1.0,lontra-mg,3138658,40380,9,2019
MG,Indaiabira,Seca - 1.4.1.2.0,32,19/12/2018,59051.006452/2019-61,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.2.0,indaiabira-mg,3130655,42242,9,2019
MG,Verdelândia,Seca - 1.4.1.2.0,2,02/01/2019,59051.006521/2019-36,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.2.0,verdelandia-mg,3171030,42528,9,2019
MG,Capitão Enéas,Estiagem - 1.4.1.1.0,97,09/01/2019,59051.006528/2019-58,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.1.0,capitao-eneas-mg,3112703,42536,9,2019
MG,Manga,Estiagem - 1.4.1.1.0,8,21/01/2019,59051.006495/2019-46,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.1.0,manga-mg,3139300,47856,9,2019
MG,Ubaí,Estiagem - 1.4.1.1.0,3,23/01/2019,59051.006523/2019-25,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.4.1.1.0,ubai-mg,3170008,53996,9,2019
RS,Itaqui,Tempestade Local/Convectiva - Chuvas Intensas -1.3.2.1.4,7597,19/01/2019,59051.006492/2019-11,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.3.2.1.4,itaqui-rs,4310603,87130,9,2019
RS,Pedras Altas,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,1995,22/01/2019,59051.006538/2019-93,01/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-591-de-28-de-fevereiro-de-2019-65638270,1.3.2.1.4,pedras-altas-rs,4314175,89567,9,2019
SC,Penha,Tempestade Local/Convectiva - Chuvas Intensas -1.3.2.1.4,3365,18/01/2019,59051.006453/2019-13,07/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-598-de-1-de-marco-de-2019-65979925,1.3.2.1.4,penha-sc,4212502,82457,10,2019
AC,Marechal Thaumaturgo,Corridas de Massa - Solo/Lama - 1.1.3.3.1,13,07/02/2019,59051.006527/2019-11,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.1.3.3.1,marechal-thaumaturgo-ac,1200351,1040,11,2019
AC,Rio Branco,Doenças infecciosas virais - 1.5.1.1.0,606,20/02/2019,59051.006551/2019-42,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.5.1.1.0,rio-branco-ac,1200401,1392,11,2019
AM,Guajará,Inundações - 1.2.1.0.0,6,08/02/2019,59051.006539/2019-38,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.2.1.0.0,guajara-am,1301654,2020,11,2019
AM,Eirunepé,Inundações - 1.2.1.0.0,50,15/02/19,59051.006579/2019-80,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.2.1.0.0,eirunepe-am,1301407,2291,11,2019
AM,Ipixuna,Inundações - 1.2.1.0.0,15,07/02/2019,59051.006550/2019-06,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.2.1.0.0,ipixuna-am,1301803,2399,11,2019
PI,Curimatá,Estiagem - 1.4.1.1.0,4,31/01/2019,59051.006501/2019-65,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.4.1.1.0,curimata-pi,2203206,10634,11,2019
CE,Potiretama,Seca - 1.4.1.2.0,82,23/01/2019,59051.006511/2019-09,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.4.1.2.0,potiretama-ce,2311231,13269,11,2019
PE,Amaraji,Alagamentos - 1.2.3.0.0,7,04/02/2019,59051.006536/2019-02,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.2.3.0.0,amaraji-pe,2600906,23175,11,2019
BA,Capela do Alto Alegre,Estiagem - 1.4.1.1.0,10,25/01/2019,59051.006516/2019-23,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.4.1.1.0,capela-do-alto-alegre-ba,2906857,30813,11,2019
BA,Baixa Grande,Estiagem - 1.4.1.1.0,15,12/02/2019,59051.006573/2019-11,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.4.1.1.0,baixa-grande-ba,2902609,33510,11,2019
BA,Curaçá,Estiagem - 1.4.1.1.0,11,11/01/2019,59051.006455/2019-02,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.4.1.1.0,curaca-ba,2909901,34975,11,2019
BA,Itiúba,Estiagem - 1.4.1.1.0,9,16/01/2019,59051.006436/2019-78,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.4.1.1.0,itiuba-ba,2917003,36412,11,2019
BA,Mirante,Estiagem - 1.4.1.1.0,1349,05/02/2019,59051.006540/2019-62,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.4.1.1.0,mirante-ba,2921450,37303,11,2019
BA,Queimadas,Estiagem - 1.4.1.1.0,517,14/02/2019,59051.006574/2019-57,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.4.1.1.0,queimadas-ba,2925808,38172,11,2019
MG,Guaraciama,Estiagem - 1.4.1.1.0,1925,15/01/2019,59051.006556/2019-75,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.4.1.1.0,guaraciama-mg,3128253,42188,11,2019
MG,Congonhas,Erosão de Margem Fluvial - 1.1.4.2.0,6775,07/01/2019,59051.006416/2019-05,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.1.4.2.0,congonhas-mg,3118007,43591,11,2019
MG,Santa Luzia,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,3397,08/01/2019,59051.006406/2019-61,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.3.2.1.4,santa-luzia-mg,3157807,51551,11,2019
SC,Biguaçu,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,7,24/01/2019,59051.006553/2019-31,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.3.2.1.4,biguacu-sc,4202305,80454,11,2019
SC,Blumenau,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,12075,21/01/2019,59051.006524/2019-70,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.3.2.1.4,blumenau-sc,4202404,80470,11,2019
SC,Grão Pará,Enxurradas - 1.2.2.0.0,2,18/01/2019,59051.006535/2019-50,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.2.2.0.0,grao-para-sc,4206108,81191,11,2019
SC,Nova Veneza,Alagamentos - 1.2.3.0.0,28,18/01/2019,59051.006534/2019-13,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.2.3.0.0,nova-veneza-sc,4211603,82279,11,2019
SC,Rio Fortuna,Enxurradas - 1.2.2.0.0,2,16/01/2019,59051.006526/2019-69,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.2.2.0.0,rio-fortuna-sc,4214904,82937,11,2019
RS,Camaquã,Inundações - 1.2.1.0.0,21742,21/01/2019,59051.006557/2019-10,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.2.1.0.0,camaqua-rs,4303509,85693,11,2019
RS,Maçambará,Tempestade Local/Convectiva - Chuvas Intensas - 1.3.2.1.4,878,14/01/2019,59051.006496/2019-91,11/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-654-de-7-de-marco-de-2019-66344157,1.3.2.1.4,macambara-rs,4311718,88447,11,2019
CE,Iguatu,Seca - 1.4.1.2.0,4,24/01/2019,59051.006517/2019-78,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-709-de-12-de-marco-de-2019-66952143,1.4.1.2.0,iguatu-ce,2305506,14117,11,2019
MG,Japonvar,Estiagem - 1.4.1.1.0,2,04/02/2019,59051.006591/2019-94,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-709-de-12-de-marco-de-2019-66952143,1.4.1.1.0,japonvar-mg,3135357,42269,11,2019
MG,São João do Paraíso,Estiagem - 1.4.1.1.0,779,07/02/2019,59051.006565/2019-66,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-709-de-12-de-marco-de-2019-66952143,1.4.1.1.0,sao-joao-do-paraiso-mg,3162708,52531,11,2019
SC,São José,Enxurradas - 1.2.2.0.0,11314,12/02/2019,59051.006572/2019-68,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-709-de-12-de-marco-de-2019-66952143,1.2.2.0.0,sao-jose-sc,4216602,83275,11,2019
MT,Nova Maringá,TempestadeLocal Convectiva/Chuvas Intensas - 1.3.2.1.4,5,18/02/2019,59051.006554/2019-86,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-709-de-12-de-marco-de-2019-66952143,1.3.2.1.4,nova-maringa-mt,5108907,90123,11,2019
MT,Tapurah,TempestadeLocal Convectiva/Chuvas Intensas - 1.3.2.1.4,140,01/03/2019,59051.006564/2019-11,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-709-de-12-de-marco-de-2019-66952143,1.3.2.1.4,tapurah-mt,5108006,90689,11,2019
MT,Itanhangá,TempestadeLocal Convectiva/Chuvas Intensas - 1.3.2.1.4,37,03/03/2019,59051.006563/2019-77,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-709-de-12-de-marco-de-2019-66952143,1.3.2.1.4,itanhanga-mt,5104542,91103,11,2019
SP,Diadema,1.3.2.1.4,7597,13/03/2019,,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-722-de-13-de-marco-de-2019-66953588,1.3.2.1.4,diadema-sp,3513801,63770,11,2019
SP,Mauá,1.2.3.0.0,8521,13/03/2019,,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-722-de-13-de-marco-de-2019-66953588,1.2.3.0.0,maua-sp,3529401,66893,11,2019
SP,Ribeirão Pires,1.3.2.1.4,6894,12/03/2019,,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-722-de-13-de-marco-de-2019-66953588,1.3.2.1.4,ribeirao-pires-sp,3543303,69671,11,2019
SP,Santo André,1.3.2.1.4,17169,13/03/2019,,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-722-de-13-de-marco-de-2019-66953588,1.3.2.1.4,santo-andre-sp,3547809,70572,11,2019
SP,São Bernardo do Campo,1.3.2.1.4,20696,11/03/2019,,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-722-de-13-de-marco-de-2019-66953588,1.3.2.1.4,sao-bernardo-do-campo-sp,3548708,70750,11,2019
SP,São Paulo,1.3.2.1.4,58660,12/03/2019,,14/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-722-de-13-de-marco-de-2019-66953588,1.3.2.1.4,sao-paulo-sp,3550308,71072,11,2019
PE,Pombos,Estiagem - 1.4.1.1.0,3,24/01/2019,59051.006513/2019-90,19/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-744-de-15-de-marco-de-2019-67531064,1.4.1.1.0,pombos-pe,2611309,25259,12,2019
SE,Nossa Senhora de Lourdes,Seca - 1.4.1.2.0,3,29/01/2019,59051.006525/2019-14,19/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-744-de-15-de-marco-de-2019-67531064,1.4.1.2.0,nossa-senhora-de-lourdes-se,2804706,31933,12,2019
SE,São Francisco,Estiagem - 1.4.1.1.0,14,08/02/2019,59051.006578/2019-35,19/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-744-de-15-de-marco-de-2019-67531064,1.4.1.1.0,sao-francisco-se,2806909,32379,12,2019
SE,Simão Dias,Seca - 1.4.1.2.0,2760,20/02/2019,59051.006631/2019-06,19/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-744-de-15-de-marco-de-2019-67531064,1.4.1.2.0,simao-dias-se,2807105,32417,12,2019
BA,Caraíbas,Estiagem - 1.4.1.1.0,12,24/01/2019,59051.006658/2019-91,19/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-744-de-15-de-marco-de-2019-67531064,1.4.1.1.0,caraibas-ba,2906899,34363,12,2019
MG,Gameleiras,Estiagem - 1.4.1.1.0,3,24/01/2019,59051.006555/2019-21,19/03/2019,https://www.in.gov.br/web/dou/-/portaria-n-744-de-15-de-marco-de-2019-67531064,1.4.1.1.0,gameleiras-mg,3127339,42102,12,2019
